FEATURE_ID,NAME,LEVEL_1,GEOCODE,index,class_id,level_0,level_1,level_2,level_3,level_4,color,feature_id,edge_size,key,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,Brasil,,,1120,4,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,#00ff00,1,1000,relative,"81,29","80,97","80,72","80,82","80,84","80,78","80,97","80,96","80,95","80,93","81,11","81,15","81,24","81,11","81,23","81,37","81,42","81,67","81,85","81,99","82,19","82,43","82,62","82,93","82,99","83,08","83,61","83,8","84,45","84,94","84,92","85,04","85,23","85,74","85,82","86,1","86,37","87,06"
1,Brasil,,,1120,4,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,#00ff00,1,1000,value,"108465547,6","108616004,1","107569789,2",106622579,"105467290,4","104231555,2","103542155,4","102253460,3","101179414,6","100511181,1","99996704,33","99574851,94","99246032,87","98335502,47","97764971,69","97312179,6","96508920,42","95915557,08","95148017,4","94170054,61","93699093,7","93704400,25","93593183,73","93787915,96","93675259,84","93488592,54","93798653,14","93292317,9","93354777,91","93203664,55","92754439,94","92409857,81","92211964,43","92316708,88","91888603,05","91548217,43","91136391,26","90973985,82"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,30,relative,"0,57","0,51","0,49","0,51","0,53","0,54","0,52","0,52","0,52","0,53","0,55","0,56","0,56","0,58","0,58","0,66","0,7","0,71","0,7","0,7","0,7","0,69","0,69","0,69","0,7","0,7","0,71","0,71","0,71","0,72","0,72","0,72","0,71","0,71","0,71","0,72","0,74","0,76"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,30,value,"5758,480358","5183,342952","4984,250191","5212,638906","5371,610481","5527,847555","5372,08011","5389,917466","5374,004426","5404,565132","5642,87306","5764,803602","5820,87392","5945,614229","5993,390635","6889,633449","7237,473431","7436,174869","7334,783371","7344,999248","7278,70603","7232,107603","7197,083562","7133,900114","7291,115764","7292,539638","7432,619854","7418,932799","7473,303013","7578,59639","7569,222935","7554,333536","7344,996037","7365,893995","7435,857432","7494,089152","7742,852606","7899,30402"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,60,relative,"1,45","1,35","1,32","1,36","1,39","1,42","1,4","1,4","1,4","1,4","1,43","1,45","1,47","1,51","1,53","1,69","1,76","1,79","1,78","1,78","1,78","1,77","1,76","1,75","1,77","1,77","1,79","1,8","1,82","1,85","1,85","1,85","1,81","1,83","1,83","1,85","1,89","1,97"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,60,value,"14665,51536","13612,72781","13285,59535","13737,1771","14171,18418","14590,76094","14370,35467","14410,00431","14356,83184","14386,78576","14814,51537","15030,77824","15177,029","15483,14176","15656,33541","17542,82897","18275,81841","18704,50887","18567,53015","18616,4399","18548,51646","18405,90001","18340,67115","18203,08906","18497,44306","18486,63251","18776,92337","18820,33646","19079,55773","19381,25618","19342,66992","19237,62899","18803,10724","18955,16735","19091,5765","19215,56244","19800,70932","20419,53754"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,90,relative,"2,81","2,65","2,62","2,67","2,75","2,81","2,79","2,79","2,78","2,79","2,84","2,87","2,89","2,96","2,99","3,24","3,36","3,43","3,42","3,43","3,44","3,4","3,4","3,38","3,42","3,41","3,44","3,46","3,52","3,58","3,58","3,57","3,52","3,56","3,57","3,6","3,66","3,87"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,90,value,"28367,55101","26770,94231","26403,50066","27064,71304","27982,82784","28828,45474","28676,40985","28700,97159","28631,55992","28670,48116","29347,81827","29671,44443","29857,75976","30427,87165","30653,8059","33606,68302","34929,83965","35734,70338","35687,92794","35885,85988","35843,11319","35478,34507","35387,10157","35231,74562","35710,82279","35642,65403","36060,28803","36226,13782","36847,92047","37487,10413","37395,26215","37178,66699","36508,34468","36915,7322","37135,1328","37308,55828","38277,7884","40170,2911"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,120,relative,"4,14","3,93","3,91","3,97","4,09","4,18","4,16","4,17","4,17","4,17","4,25","4,28","4,3","4,4","4,43","4,74","4,91","5,01","5,02","5,05","5,05",5,"4,99","4,98","5,03",5,"5,03","5,07","5,17","5,25","5,26","5,24","5,18","5,25","5,26","5,3","5,37","5,75"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,120,value,"41815,8356","39792,08206","39405,45106","40202,64155","41619,4009","42858,54944","42870,3126","42896,28449","42857,54385","42954,86307","43879,35785","44291,67404","44484,90793","45272,24091","45438,27392","49175,57675","51057,11824","52264,1349","52382,97193","52737,43716","52662,50669","52081,98752","52010,04706","51887,34019","52465,9589","52285,69838","52735,50248","53048,33372","54087,56927","55058,42979","54914,73707","54603,44346","53783,91196","54473,42898","54775,66053","54925,63392","56188,13076","59656,12139"
