FEATURE_ID,NAME,LEVEL_1,GEOCODE,index,class_id,level_0,level_1,level_2,level_3,level_4,color,feature_id,theme,raw,value,key,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,805,8,value,,,,,,,,,,,"1,249994562","1,160711407","1,071486694","1,696430096","2,053727521","4,821376752","7,142738611","8,482047064","9,018350903","13,57103101","15,80509568","19,02173793","21,61143096","29,2034718","37,50742372","54,7485451","58,76767456","63,94596268","79,31244599","84,31268961","77,61119136","86,3665623","111,7390091","114,1458462","119,5970759","107,8909271","112,5339664","112,3562387"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,905,9,relative,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01","0,01",0,"0,01","0,01","0,01","0,01","0,01","0,01","0,01"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,905,9,value,,,,,,,,,,,,"0,625033551","1,428608588","1,785863416","1,250030609","2,678624231","4,910607361","6,785845117","5,892715723","6,428839703","11,51764606","10,80351015","13,48354102","16,87680011","23,57422207","29,20104191","34,11543224","35,0989571","39,38661375","41,79871348","37,33121428","45,37184623","64,30923909","58,67997943","71,72265204","61,26724012","63,58862645","64,03395655"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1005,10,relative,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,"0,01",0,0,"0,01"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1005,10,value,,,,,,,,,,,,,,"0,178599231","1,607270721","1,339301819","1,517975537","3,392517889","5,446257703","4,910563336","5,624967456","7,053307416","7,857325647","9,108006592","12,67975953","16,16161282","15,53792903","20,44957559","23,84403631","26,34467224","24,37893286","28,93527912","37,60215149","33,93799667","38,94147195","34,56201588","36,97474595","37,77685353"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1105,11,relative,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1105,11,value,,,,,,,,,,,,,,,,"2,14304295","2,767993115","2,05367713","2,946619623","4,375270404","4,643082306","4,642958112","6,071305798","7,589514917","10,00042065","11,25120931","11,60823379","12,50113776","14,73262126","18,03725989","19,9133598","20,18235353","25,18617927","21,61258143","23,84592311","23,39841411","24,02303703","24,29132274"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1205,12,relative,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1205,12,value,,,,,,,,,,,,,,,,,"1,250134363","2,232245978","1,339240082","1,607244739","2,678822894","3,392864856","3,035916852","4,017996277","5,089551501","6,608014941","6,607991034","9,197462103","9,821690869","11,1607062","13,03715661","13,84234281","17,86070688","19,11068544","19,3789491","20,36139281","19,64566868","22,3248135"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1305,13,relative,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1305,13,value,,,,,,,,,,,,,,,,,,"0,08929049683",,"0,3571111572","0,8036504211","1,160797498","2,142774719","2,053463525","1,875019183","2,50005799","4,464660889","5,803738403","6,875698517","6,607789935","6,696823193","7,768558887","9,555025562","10,53737667","11,16245764","11,07331881","12,68126135","13,75337905"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1405,14,relative,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1405,14,value,,,,,,,,,,,,,,,,,,,,,,"0,3571940125","1,250096008","1,339334015","1,875049817","2,232028717","2,321266046","3,214613464","3,750366718","4,286571912","4,643933612","4,643965259","5,715073267","6,072335712","6,340203271","6,518694946","7,233125867","7,233248297"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1505,15,relative,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1505,15,value,,,,,,,,,,,,,,,,,,,,,,,"0,5357381287","1,339369989","0,9822083679","1,517904138","1,339188593","1,25006709","1,071749969","1,518161566","2,322455298","2,679617584","3,126235522","3,036677161","3,125951886","3,125831317","3,215200055","4,465935712"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1605,16,relative,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1605,16,value,,,,,,,,,,,,,,,,,,,,,,,,"0,5357381287","0,6250496765","0,9822266907","1,696375507","1,696420319","0,8035002808","1,339558997","1,607390033","2,23298399","2,41169621","2,411861078","2,501071429","2,59014715","2,500753894","2,500299829"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1705,17,relative,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1705,17,value,,,,,,,,,,,,,,,,,,,,,,,,,"0,714364679","0,3571620178","0,9821187439","0,9821689819","0,8035787659","0,8928784119","1,607410626","1,60733595","1,607444342","1,518161157","1,607644452","1,518540057","1,697073041","1,786221716"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1805,18,relative,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1805,18,value,,,,,,,,,,,,,,,,,,,,,,,,,,"0,535764978","0,08929443359","0,5357497131","0,4464557556","0,3571617798","0,4464556946","0,7146153381","0,7145054077","1,071954578","0,9825703796","1,339761536","1,428929083","0,8931331665"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1905,19,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,1905,19,value,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3571761108","0,08929443359",,,,,"0,3574538574","0,5360427856","0,6254264343","0,535923053","0,2679546814","0,80373396"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2005,20,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2005,20,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1787731018","0,3575432922","0,5362038086","0,7145038635"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2105,21,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2105,21,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,08929397583",,"0,1787731018","0,1786740723"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2205,22,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2205,22,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,08929397583",,"0,268060614"
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2305,23,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2,Amazônia,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,2,frequency,2305,23,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,08929397583",
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,6,0,relative,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,106,1,relative,,"0,16","0,12","0,64","0,42","0,1","0,12","0,29","0,56","0,22","0,06","0,17","0,17","0,15","0,35","0,21","0,3","0,61","0,53","0,37","0,62","0,48","0,23","0,24","0,23","0,33","0,22","0,12","0,35","0,18","0,2","0,54","0,87","0,36","0,17","0,19","0,09","0,02"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,106,1,value,,"31126,62889","23983,46557","122122,1392","80451,35334","18631,94279","22503,30489","56100,87627","107713,0363","41695,68846","10579,70403","32124,24964","32688,94445","28506,4475","66404,48982","39671,47033","57559,44721","117098,8007","101433,7014","70417,52671","118325,517","92032,66312","43982,09937","46897,46944","44570,78495","64127,25337","42059,20502","22498,0317","67450,88834","33876,75965","37827,30261","103305,3966","166437,029","69304,63355","32459,60776","36553,2405","16729,71492","3560,668578"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,206,2,relative,,,"0,16","0,11","0,58","0,43","0,09","0,1","0,27","0,5","0,2","0,05","0,15","0,16","0,13","0,33","0,18","0,23","0,44","0,45","0,27","0,46","0,42","0,16","0,2","0,19","0,29","0,18","0,09","0,32","0,14","0,14","0,35","0,78","0,31","0,14","0,16","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,206,2,value,,,"30045,09724","20430,45164","111245,4649","82793,48318","17095,07032","19420,85039","51096,40029","96066,92754","38258,71738","8861,075677","28702,74418","30000,56481","25247,71888","63730,03992","33972,00713","44719,53592","85346,23348","85622,51699","52266,34862","88675,98772","80821,25761","31466,13928","39053,386","36261,78361","55604,12909","34817,89981","18088,50348","62187,97073","26660,68755","26786,29472","66567,75416","149422,6476","58239,70767","25698,50074","30494,82396","12792,91965"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,306,3,relative,,,,"0,13","0,1","0,59","0,43","0,09","0,09","0,26","0,49","0,19","0,04","0,14","0,14","0,13","0,32","0,16","0,2","0,39","0,38","0,25","0,43","0,39","0,15","0,19","0,17","0,28","0,16","0,09","0,3","0,12","0,12","0,32","0,77","0,29","0,11","0,15"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,306,3,value,,,,"25383,92926","18971,15241","112993,3058","81762,13633","16507,75619","17832,69149","50704,45964","93385,81806","36469,10983","7922,846162","26368,24947","27192,32507","24443,63173","62291,41608","30058,32973","39001,47983","75648,84241","72747,62827","47303,80124","82842,57839","74061,21325","27766,52804","36705,96654","33479,83755","52842,19485","29739,52903","17187,21097","58057,16526","22293,42741","23185,1183","61297,77598","146304,4031","54909,71967","20943,45495","27873,54411"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,406,4,relative,,,,,"0,13","0,1","0,57","0,4","0,09","0,09","0,25","0,47","0,19","0,04","0,13","0,13","0,12","0,29","0,15","0,19","0,35","0,35","0,23","0,4","0,37","0,14","0,17","0,16","0,24","0,15","0,09","0,25","0,11","0,11","0,31","0,73","0,25","0,1"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,406,4,value,,,,,"24417,45648","19049,57927","110217,0696","76133,9201","16306,5116","17502,82139","47129,74363","90428,48942","35342,62451","7449,97692","23728,65271","25832,69823","23204,03351","56385,38562","28028,30143","35653,21174","66985,82828","68021,21086","44121,12789","77194,35594","70460,21891","26084,44913","33340,22979","31313,0146","46862,21043","28821,69085","16282,63865","48341,16496","20068,06883","21296,7797","59735,08939","138217,9694","48216,67932","18459,26325"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,506,5,relative,,,,,,"0,13","0,09","0,53","0,36","0,08","0,09","0,22","0,46","0,19","0,04","0,12","0,12","0,11","0,29","0,13","0,17","0,33","0,34","0,22","0,37","0,35","0,13","0,16","0,15","0,23","0,14","0,08","0,22","0,1","0,11","0,31","0,7","0,2"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,506,5,value,,,,,,"24866,69947","17809,62698","100542,7481","69493,1631","16004,51991","16639,25063","41854,96055","87995,77364","35577,55205","6973,27243","22502,80379","23524,26558","21115,34978","54757,00402","25782,79407","31751,6316","63271,84819","65627,65967","41272,53937","71321,79145","67385,46242","24776,96534","31293,22123","28454,84117","45053,10905","27751,35285","14630,48649","42044,82692","18883,84806","20964,71154","58262,43034","132874,6575","38503,68324"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,606,6,relative,,,,,,,"0,13","0,09","0,49","0,35","0,08","0,08","0,21","0,45","0,18","0,04","0,11","0,11","0,11","0,26","0,12","0,15","0,32","0,33","0,21","0,35","0,34","0,12","0,15","0,14","0,23","0,13","0,07","0,21","0,1","0,11","0,3","0,67"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,606,6,value,,,,,,,"24443,12998","16858,60089","92935,75814","67530,27752","15182,51838","15244,85808","39666,6612","86354,68717","34569,49148","7017,675247","20936,52146","20957,81812","20411,30837","50057,1275","23646,67965","29097,6461","61445,18345","62500,89514","39571,08546","66935,92002","64305,24081","23614,11198","28556,3475","27189,70031","43181,74868","24583,94199","13552,04381","39306,99573","18696,30508","20490,97562","55953,85457","125915,1264"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,706,7,relative,,,,,,,,"0,12","0,08","0,48","0,34","0,07","0,08","0,19","0,43","0,18","0,04","0,1","0,1","0,1","0,25","0,12","0,14","0,31","0,31","0,19","0,34","0,32","0,12","0,14","0,14","0,2","0,12","0,07","0,21","0,1","0,1","0,28"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,706,7,value,,,,,,,,"22495,20172","15707,38158","91911,1879","65700,31055","14135,37864","14757,73337","36637,44878","82547,29327","33908,53277","6943,96162","19443,00209","19118,12777","19105,78684","48076,09164","22344,97948","27235,15945","58937,77328","59778,07982","36807,08804","64795,30612","61927,69915","22175,84707","27555,7753","25857,50193","38780,71588","22175,33411","13017,18434","39280,10554","18406,04751","19368,8306","52005,69902"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,806,8,relative,,,,,,,,,"0,11","0,08","0,46","0,33","0,07","0,08","0,17","0,42","0,17","0,04","0,1","0,09","0,09","0,25","0,11","0,13","0,29","0,3","0,18","0,33","0,31","0,11","0,14","0,12","0,19","0,11","0,07","0,2","0,09","0,1"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,806,8,value,,,,,,,,,"21731,87899","15511,23571","88644,33478","62966,27348","13058,27472","14356,92395","32489,37544","80482,45149","33110,19589","6729,158793","18270,50471","17773,89291","17951,63774","47322,34087","21371,97784","25472,05196","55917,4233","57995,46846","35378,64402","63762,41801","58632,24325","21449,8436","26814,45304","23633,1318","36034,34978","21066,13718","12759,57213","38594,93175","17455,09852","18793,327"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,906,9,relative,,,,,,,,,,"0,11","0,08","0,43","0,31","0,07","0,07","0,16","0,4","0,17","0,03","0,09","0,09","0,09","0,25","0,11","0,13","0,28","0,3","0,18","0,32","0,3","0,11","0,13","0,12","0,18","0,11","0,06","0,19","0,09"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,906,9,value,,,,,,,,,,"21738,5769","15096,11057","82176,57829","59357,72183","12793,74467","13340,92312","31228,59277","76807,44328","32135,50749","6606,148304","17233,80969","16317,71402","17507,23416","47419,45641","20226,5481","24264,25872","54200,05283","56579,90315","34707,77471","62026,22827","57737,63537","20763,3139","24493,62025","21991,39344","34824,26484","21117,61016","12285,75301","35695,63834","16958,25746"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1006,10,relative,,,,,,,,,,,"0,11","0,08","0,41","0,31","0,07","0,06","0,15","0,38","0,17","0,03","0,08","0,08","0,09","0,24","0,1","0,13","0,28","0,29","0,18","0,32","0,3","0,1","0,12","0,11","0,18","0,11","0,06","0,15"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1006,10,value,,,,,,,,,,,"21443,02044","14632,08751","78598,13413","58136,47364","12869,31676","12392,05047","28878,14708","72867,16959","31788,11046","6414,995044","16242,62354","15246,37648","17673,05018","46539,94633","19211,33574","23987,87665","53246,5672","55770,72674","33728,21165","61624,36837","56583,56929","19268,80868","22659,31146","20920,39549","34462,47698","20468,92484","11705,3133","28695,10306"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1106,11,relative,,,,,,,,,,,,"0,11","0,08","0,4","0,29","0,07","0,06","0,14","0,37","0,16","0,03","0,08","0,08","0,09","0,24","0,1","0,12","0,28","0,28","0,17","0,32","0,28","0,09","0,11","0,11","0,18","0,1","0,06"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1106,11,value,,,,,,,,,,,,"20632,82539","14471,03694","75929,84198","55564,60407","12916,12421","11473,59489","26018,23035","71365,78434","31116,99782","6231,354421","15525,25919","14610,35586","17361,92826","45406,1242","18916,1758","23485,65861","52694,79077","53789,23924","33131,57002","60327,6473","52889,65168","18082,764","21460,39494","20719,45309","33804,41038","19296,08533","11451,20295"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1206,12,relative,,,,,,,,,,,,,"0,1","0,07","0,38","0,28","0,07","0,05","0,12","0,36","0,16","0,03","0,08","0,07","0,09","0,23","0,1","0,12","0,27","0,28","0,17","0,3","0,26","0,09","0,11","0,11","0,17","0,09"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1206,12,value,,,,,,,,,,,,,"20014,68707","14109,35091","71889,82751","54261,04485","13049,52666","10536,21764","23348,58261","69082,16304","31614,86688","6047,948714","15255,79696","13958,16317","16737,85986","44184,93811","18713,14722","23002,97817","52081,90634","53147,84229","32608,97289","57744,38551","50275,00001","17390,26313","21293,93107","20544,81541","33152,76549","17206,91685"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1306,13,relative,,,,,,,,,,,,,,"0,1","0,07","0,37","0,27","0,07","0,05","0,11","0,35","0,17","0,03","0,08","0,07","0,08","0,23","0,1","0,12","0,27","0,27","0,16","0,29","0,25","0,09","0,11","0,1","0,17"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1306,13,value,,,,,,,,,,,,,,"19519,29842","13463,58506","70466,65034","51979,55224","12827,1216","9768,822497","21514,22535","67227,61507","31857,66285","6056,178546","14798,42889","13392,68282","16177,21608","43296,1368","18677,13953","22347,09397","51594,90465","52023,3171","30626,32201","55685,56657","48387,20204","17316,08314","21162,86859","19586,21649","31644,192"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1406,14,relative,,,,,,,,,,,,,,,"0,1","0,07","0,35","0,26","0,07","0,05","0,11","0,35","0,17","0,03","0,07","0,07","0,08","0,23","0,1","0,11","0,27","0,26","0,15","0,29","0,25","0,09","0,11","0,1"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1406,14,value,,,,,,,,,,,,,,,"18600,47556","12984,02793","66458,59874","49609,7115","12596,63697","9253,740004","20172,36131","66692,03465","31954,899","5949,568661","14335,68287","13273,70409","16218,42819","43067,35599","18256,12002","22036,12096","50792,54627","49255,78217","28312,47824","54678,8438","47655,47369","17178,73293","19977,65299","18376,3649"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1506,15,relative,,,,,,,,,,,,,,,,"0,1","0,06","0,32","0,26","0,06","0,05","0,1","0,35","0,17","0,03","0,07","0,07","0,09","0,22","0,09","0,11","0,25","0,25","0,15","0,28","0,25","0,09","0,09"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1506,15,value,,,,,,,,,,,,,,,,"18365,89467","12120,30711","61228,3717","50012,24656","12246,07115","8909,670157","18628,84168","66764,831","31728,24982","5766,714091","14305,63732","13019,53418","16434,37529","42905,25712","18006,35063","21560,75846","48580,62753","47573,6324","27752,9961","53447,01607","46661,3947","16418,38568","17456,65587"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1606,16,relative,,,,,,,,,,,,,,,,,"0,09","0,06","0,3","0,26","0,06","0,05","0,09","0,34","0,16","0,03","0,07","0,07","0,08","0,22","0,09","0,11","0,25","0,24","0,14","0,28","0,24","0,08"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1606,16,value,,,,,,,,,,,,,,,,,"17752,81335","11316,4258","57488,57019","49139,70933","12008,70088","8690,005373","17245,45872","65827,80498","31537,44092","5755,492943","14331,47851","12838,32576","16119,97758","42658,19817","17486,87877","20265,34329","46986,32239","46695,58487","27460,79082","52536,35205","45656,2983","15137,8685"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1706,17,relative,,,,,,,,,,,,,,,,,,"0,09","0,06","0,29","0,25","0,06","0,04","0,08","0,34","0,17","0,03","0,07","0,07","0,08","0,22","0,09","0,1","0,24","0,24","0,14","0,28","0,23"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1706,17,value,,,,,,,,,,,,,,,,,,"17043,59811","10790,30447","54979,91667","48526,66254","11897,03544","8531,567921","16219,02722","64786,53451","31711,20233","5774,071869","14231,76461","12588,23872","16036,70257","42097,17192","16665,61908","19293,93427","46301,47978","45756,51159","26637,14515","53084,58822","43386,84714"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1806,18,relative,,,,,,,,,,,,,,,,,,,"0,09","0,05","0,27","0,26","0,06","0,04","0,08","0,34","0,17","0,03","0,07","0,07","0,08","0,21","0,08","0,1","0,24","0,24","0,14","0,29"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1806,18,value,,,,,,,,,,,,,,,,,,,"16391,92814","10516,61597","51534,15891","49219,45674","11866,49536","8205,11732","15476,54995","64812,33033","31846,64214","5831,773605","13982,21535","12466,99726","15954,28065","39956,8301","16019,425","18558,7589","45789,97646","45428,42543","25880,71936","54827,6686"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1906,19,relative,,,,,,,,,,,,,,,,,,,,"0,08","0,05","0,26","0,26","0,06","0,04","0,08","0,34","0,16","0,03","0,07","0,06","0,08","0,19","0,08","0,1","0,24","0,24","0,13"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1906,19,value,,,,,,,,,,,,,,,,,,,,"15923,68633","10209,99355","49021,98678","49632,50542","11620,05234","7875,842621","15321,06256","64434,58487","31527,21343","5785,61453","13864,21644","12256,59499","15531,33321","37127,9608","15500,93806","18515,30002","45043,01862","45127,97444","24160,04301"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2006,20,relative,,,,,,,,,,,,,,,,,,,,,"0,08","0,05","0,25","0,26","0,06","0,04","0,08","0,33","0,16","0,03","0,07","0,06","0,08","0,19","0,08","0,1","0,24","0,24"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2006,20,value,,,,,,,,,,,,,,,,,,,,,"15360,10948","9919,14679","47731,31072","49245,76489","11207,60701","7812,778346","14873,60186","63576,03171","31287,90857","5749,000143","13649,39324","11691,93767","15130,43676","37147,72315","15320,83152","18201,611","44924,79904","44679,80105"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2106,21,relative,,,,,,,,,,,,,,,,,,,,,,"0,08","0,05","0,24","0,25","0,06","0,04","0,08","0,33","0,16","0,03","0,07","0,06","0,08","0,19","0,08","0,09","0,24"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2106,21,value,,,,,,,,,,,,,,,,,,,,,,"14813,58092","9731,426466","46132,60659","48415,58844","11188,15801","7809,233733","14378,41955","63061,83463","31019,51493","5696,008839","13016,85227","11255,38255","15108,44122","37001,47656","15181,2833","17602,10167","44629,79922"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2206,22,relative,,,,,,,,,,,,,,,,,,,,,,,"0,08","0,05","0,23","0,25","0,06","0,04","0,07","0,33","0,16","0,03","0,07","0,06","0,08","0,19","0,08","0,09"
