FEATURE_ID,NAME,LEVEL_1,GEOCODE,index,class_id,level_0,level_1,level_2,level_3,level_4,color,feature_id,theme,raw,value,key,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,206,2,relative,,"0,22","0,09","0,1","0,15","0,15","0,09","0,11","0,09","0,11","0,13","0,08","0,13","0,1","0,08","0,26","0,21","0,16","0,16","0,15","0,16","0,14","0,17","0,12","0,11","0,16","0,15","0,15","0,13","0,12","0,12","0,11","0,13","0,18","0,26","0,2",0
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,206,2,value,,"42167,35574","16825,53689","19602,78738","28093,70834","28527,26885","17972,56027","21019,44749","16826,04227","20979,82645","24637,7723","15815,37723","24573,50932","19140,00316","15668,85439","49721,89681","39795,29243","29814,67632","30745,75242","27992,8614","30175,30865","26831,88326","33447,314","22380,70145","21494,73883","30248,38908","28060,56764","27954,98889","25219,90442","22977,56398","22275,94344","21907,61861","24190,64907","34646,3708","49675,03018","38216,8138","309,6823761"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,306,3,relative,,,"0,22","0,09","0,1","0,15","0,14","0,09","0,11","0,09","0,11","0,12","0,08","0,13","0,1","0,08","0,26","0,21","0,14","0,16","0,15","0,16","0,14","0,17","0,12","0,11","0,16","0,15","0,15","0,13","0,12","0,12","0,11","0,12","0,17","0,25","0,17"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,306,3,value,,,"42458,36951","17032,41202","19834,58754","27941,8635","27460,04583","17665,67529","21051,08852","16575,81985","20436,32457","23803,49901","15884,8319","24395,41824","19412,19759","15894,22201","49759,17691","39802,47192","27512,82214","30976,75229","28011,5085","29960,06645","26403,4632","32364,71686","22281,83044","21457,89869","29998,87734","28154,23571","27890,3768","25009,89501","22743,81807","22309,62769","21796,07627","23740,35092","32651,49288","47598,85403","32160,93375"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,406,4,relative,,,,"0,22","0,09","0,1","0,13","0,14","0,09","0,1","0,08","0,1","0,12","0,08","0,12","0,09","0,08","0,25","0,18","0,14","0,15","0,13","0,14","0,12","0,16","0,11","0,1","0,14","0,13","0,13","0,11","0,11","0,11","0,1","0,11","0,17","0,2"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,406,4,value,,,,"41718,13171","18038,09855","19256,17935","24324,26421","25861,76462","16793,13551","18694,54271","14342,63737","19383,01513","22309,06043","14619,3053","22212,86985","17323,25826","15333,68124","47567,61029","34850,14124","27386,173","29637,24576","25494,51749","26843,05202","23908,21939","30536,58148","21193,31211","18810,27462","27670,96766","25246,35395","24973,60862","21113,17842","20308,47366","20448,38381","19640,14259","21650,28934","31670,42625","37340,50752"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,506,5,relative,,,,,"0,22","0,09","0,09","0,12","0,13","0,08","0,09","0,06","0,09","0,11","0,07","0,11","0,08","0,08","0,23","0,17","0,13","0,15","0,12","0,13","0,12","0,15","0,1","0,09","0,13","0,12","0,11","0,1","0,1","0,1","0,1","0,11","0,14"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,506,5,value,,,,,"41947,3487","17761,58484","17160,59184","23166,89036","25273,40939","15247,39518","16353,27884","11845,82153","17545,35821","21072,74185","13711,50288","20215,01564","16210,574","14531,10712","44040,28275","32688,58083","25874,9189","28493,77125","23071,90093","24594,34931","22594,61245","29617,49423","19889,95523","17781,59395","25005,25072","23181,54164","21846,83967","19271,27201","18731,1044","18746,3264","18256,10645","20653,37086","26961,64916"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,606,6,relative,,,,,,"0,21","0,08","0,09","0,12","0,12","0,07","0,07","0,06","0,08","0,11","0,07","0,1","0,08","0,07","0,22","0,16","0,13","0,14","0,11","0,12","0,11","0,15","0,1","0,09","0,12","0,11","0,11","0,09","0,09","0,09","0,09","0,1"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,606,6,value,,,,,,"40845,42089","16003,64358","16526,51864","22738,6858","22681,29731","13796,23785","14203,68328","11132,38623","15778,72837","20435,1362","13028,55591","19112,76078","15134,23675","13751,42943","42477,48313","30040,82569","24473,31073","26623,85914","21448,242","23697,71192","21504,10623","28579,01778","19158,63893","16496,7","23172,56527","20950,1932","20165,60011","18036,1319","17370,00798","17480,26348","17511,674","18025,94752"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,706,7,relative,,,,,,,"0,2","0,08","0,08","0,11","0,11","0,07","0,07","0,06","0,08","0,1","0,07","0,1","0,07","0,07","0,21","0,15","0,12","0,13","0,11","0,12","0,11","0,14","0,09","0,08","0,11","0,1","0,1","0,09","0,09","0,09","0,08"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,706,7,value,,,,,,,"38729,49811","15992,74066","16079,78633","20822,93324","21308,30353","12951,36497","13323,49024","10848,16358","14373,16126","19816,44301","12626,5924","18241,76013","13697,09537","13288,91564","40261,42718","28480,75116","23258,00702","25464,89752","20883,19961","22767,76669","20199,40926","27717,53612","18212,73746","15393,54778","20703,42107","19375,59609","19132,98951","16939,27561","16260,42003","16693,35841","15370,22728"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,806,8,relative,,,,,,,,"0,19","0,08","0,08","0,1","0,1","0,06","0,07","0,05","0,07","0,1","0,06","0,09","0,07","0,07","0,2","0,14","0,12","0,13","0,11","0,11","0,1","0,14","0,09","0,07","0,1","0,1","0,1","0,08","0,08","0,08"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,806,8,value,,,,,,,,"37230,37043","15756,81948","15064,77097","19510,75396","19766,22873","11869,24561","12676,7132","10527,09294","13370,47204","19274,77526","12263,00365","16942,04744","13515,05348","13098,3086","38818,95906","26964,05582","22116,44883","25127,31088","20178,97657","21541,46556","19180,9284","26726,6013","17305,37491","13747,6656","19054,3149","18376,945","18186,64851","15876,84476","15310,98902","14370,33094"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,906,9,relative,,,,,,,,,"0,19","0,07","0,07","0,09","0,1","0,06","0,06","0,05","0,06","0,1","0,06","0,09","0,07","0,07","0,19","0,13","0,11","0,13","0,1","0,11","0,09","0,13","0,08","0,07","0,09","0,09","0,09","0,08","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,906,9,value,,,,,,,,,"36589,43365","14314,83086","14144,38579","17584,70435","18895,27813","10870,60411","12254,0524","9989,189154","12443,45738","18853,89604","11563,75858","16554,44454","13259,03634","12730,42894","37225,19677","25143,27087","21675,46499","24645,50625","19364,71522","20638,93112","18065,8547","25377,15028","15983,92301","12819,72667","17921,08822","17474,17945","17069,61832","15434,25444","12373,98192"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1006,10,relative,,,,,,,,,,"0,19","0,07","0,07","0,09","0,1","0,05","0,06","0,05","0,06","0,09","0,06","0,08","0,07","0,06","0,18","0,13","0,11","0,13","0,1","0,1","0,09","0,12","0,08","0,06","0,09","0,09","0,09","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1006,10,value,,,,,,,,,,"35526,37093","13533,01366","12864,52819","17252,46847","18105,24762","9832,32942","11723,66126","9766,289831","11699,75025","18119,21928","11224,30595","16298,02882","12941,06653","12216,51216","35316,92898","24335,9468","21374,73724","24059,54343","18859,09826","19709,18037","17049,31483","23662,13327","15221,64833","12215,25234","17012,85908","16685,50895","17319,31527","13327,72161"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1106,11,relative,,,,,,,,,,,"0,18","0,07","0,07","0,09","0,09","0,05","0,06","0,05","0,06","0,09","0,06","0,08","0,07","0,06","0,18","0,12","0,11","0,12","0,09","0,1","0,08","0,12","0,08","0,06","0,09","0,09","0,09"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1106,11,value,,,,,,,,,,,"34258,98583","12520,50494","12549,90802","16515,07841","17302,11707","9253,429056","11478,95521","9407,363604","11037,11744","17605,25611","11191,15916","15921,83364","12466,54024","11848,80595","34443,22799","23702,73934","20890,73571","23517,26837","18061,1928","18841,63443","15871,03902","23129,1728","14692,88316","11654,83859","16299,21959","16523,02912","16697,57021"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1206,12,relative,,,,,,,,,,,,"0,18","0,07","0,06","0,08","0,09","0,05","0,06","0,05","0,06","0,09","0,06","0,08","0,06","0,06","0,18","0,12","0,11","0,12","0,09","0,09","0,08","0,12","0,07","0,06","0,08","0,08"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1206,12,value,,,,,,,,,,,,"33485,24355","12410,71661","12088,92467","15512,6867","16742,57554","8845,313211","11189,90769","8698,404728","10753,87349","17426,31996","11109,19284","15322,55822","12172,1173","11694,03237","33776,27614","23157,73926","20536,86679","22764,51146","17302,25538","17749,01278","15298,81431","22599,97028","14167,69017","11170,67361","15663,71286","15309,96648"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1306,13,relative,,,,,,,,,,,,,"0,17","0,06","0,06","0,08","0,08","0,04","0,06","0,05","0,05","0,09","0,06","0,08","0,06","0,06","0,17","0,12","0,1","0,11","0,09","0,09","0,08","0,12","0,07","0,06","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1306,13,value,,,,,,,,,,,,,"32383,40196","12025,48518","11757,67855","14810,63182","16191,99249","8270,172855","10681,73059","8668,733994","10528,4835","17192,80975","10814,67749","14644,63171","12076,15853","11544,95191","33014,25844","22524,83879","20106,51862","21926,10801","16377,98645","17103,93833","14606,00731","21937,13846","13785,72325","10686,06388","13844,28845"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1406,14,relative,,,,,,,,,,,,,,"0,16","0,06","0,06","0,07","0,08","0,04","0,05","0,04","0,05","0,09","0,05","0,07","0,06","0,06","0,17","0,11","0,1","0,11","0,08","0,09","0,07","0,11","0,07","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1406,14,value,,,,,,,,,,,,,,"31249,79226","11821,60547","11471,04804","14270,27753","15701,59727","7997,045409","10425,27908","8524,562821","10243,5436","16877,11341","10394,12204","14304,15844","12001,36131","11269,25091","32485,18475","21958,98312","19606,1766","20861,30683","15791,45724","16586,37407","13813,15443","21062,27008","13500,29011","9299,377801"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1506,15,relative,,,,,,,,,,,,,,,"0,16","0,06","0,06","0,07","0,08","0,04","0,05","0,04","0,05","0,09","0,05","0,07","0,06","0,06","0,17","0,11","0,1","0,11","0,08","0,08","0,07","0,11","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1506,15,value,,,,,,,,,,,,,,,"30509,96619","11905,49324","11293,15221","13640,47156","15211,22535","7869,676914","10168,95196","8326,659927","9737,764803","16424,56268","10112,56276","14127,84699","11726,98275","11090,13756","31855,57812","21372,39961","18771,84515","20388,9586","15321,47183","16043,87074","13421,11411","21555,94493","12545,48619"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1606,16,relative,,,,,,,,,,,,,,,,"0,16","0,06","0,06","0,07","0,08","0,04","0,05","0,04","0,05","0,08","0,05","0,07","0,06","0,06","0,16","0,11","0,1","0,1","0,08","0,08","0,07","0,11"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1606,16,value,,,,,,,,,,,,,,,,"29751,17709","11716,29705","11060,66859","12719,11248","14800,42955","7616,682071","9906,515628","8048,671447","9432,236755","16027,06977","9994,876822","13910,68763","11593,08054","10849,3463","31094,64172","20462,40099","18311,52482","19783,7798","14767,00396","15696,99802","13211,74716","21345,80886"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1706,17,relative,,,,,,,,,,,,,,,,,"0,15","0,06","0,06","0,07","0,08","0,04","0,05","0,04","0,05","0,08","0,05","0,07","0,06","0,06","0,16","0,1","0,09","0,1","0,08","0,08","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1706,17,value,,,,,,,,,,,,,,,,,"29070,13943","11541,57949","10579,4591","12737,59792","14551,42974","7365,993272","9630,46131","7728,488987","9256,919358","15736,6823","9881,263149","13801,71228","11411,91821","10618,59072","29945,20862","19776,4932","18041,68411","19147,07655","14448,60653","15334,59936","12522,02673"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1806,18,relative,,,,,,,,,,,,,,,,,,"0,15","0,06","0,05","0,06","0,07","0,04","0,05","0,04","0,05","0,08","0,05","0,07","0,06","0,05","0,15","0,1","0,09","0,1","0,08","0,08"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1806,18,value,,,,,,,,,,,,,,,,,,"28360,25709","10926,27388","10529,7207","12347,20496","14341,72398","7121,240544","9270,088091","7620,790215","9085,181952","15602,69325","9834,207558","13582,81402","11186,92173","10289,30225","29122,85051","19346,73764","17671,00129","18861,94307","14252,98838","14330,40921"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1906,19,relative,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,04","0,05","0,04","0,05","0,08","0,05","0,07","0,06","0,05","0,15","0,1","0,09","0,1","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,1906,19,value,,,,,,,,,,,,,,,,,,,"27369,17484","11060,85394","10370,39314","12040,21468","14020,6888","6914,18077","9122,568502","7528,510184","8879,408162","15472,4559","9739,13894","13285,83624","10771,34253","10132,03823","28670,69162","18985,22779","17409,432","18723,37262","13495,54493"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2006,20,relative,,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,04","0,05","0,04","0,05","0,08","0,05","0,07","0,06","0,05","0,15","0,1","0,09","0,1"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2006,20,value,,,,,,,,,,,,,,,,,,,,"27348,98485","10939,84696","10251,96367","11735,65779","13589,52469","6788,346986","9000,144616","7385,44256","8684,130774","15308,97489","9561,006763","12856,97042","10648,06403","10008,19972","28233,99179","18569,33867","17311,28482","18280,27958"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2106,21,relative,,,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,03","0,05","0,04","0,04","0,08","0,05","0,07","0,05","0,05","0,15","0,1","0,09"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2106,21,value,,,,,,,,,,,,,,,,,,,,,"27226,46788","10899,60995","10096,37576","11431,38543","13251,26114","6670,413749","8884,972445","7249,954984","8452,4162","15057,53808","9319,471433","12746,45824","10462,55974","9799,840387","27787,59685","18473,62732","16778,06016"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2206,22,relative,,,,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,03","0,05","0,04","0,04","0,08","0,05","0,07","0,05","0,05","0,15","0,09"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2206,22,value,,,,,,,,,,,,,,,,,,,,,,"26992,81837","10841,44044","9836,772515","11304,81295","13091,83523","6546,97589","8744,112617","7092,053132","8209,112367","14612,92697","9284,97539","12551,63828","10189,15665","9656,741934","27658,9574","17849,20523"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2306,23,relative,,,,,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,03","0,04","0,04","0,04","0,08","0,05","0,06","0,05","0,05","0,14"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2306,23,value,,,,,,,,,,,,,,,,,,,,,,,"26488,15907","10688,28886","9733,713509","11213,82327","13038,95248","6462,586139","8605,587152","6935,59509","7937,184557","14362,5811","9182,286173","12163,34316","10208,47114","9598,147074","26443,76608"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2406,24,relative,,,,,,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,03","0,04","0,04","0,04","0,07","0,05","0,06","0,05","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2406,24,value,,,,,,,,,,,,,,,,,,,,,,,,"26064,59342","10707,40692","9643,289485","11089,35172","12906,16215","6336,899367","8459,657445","6769,028966","7723,535312","14302,74022","8981,374739","11990,03577","10156,82934","9367,075989"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2506,25,relative,,,,,,,,,,,,,,,,,,,,,,,,,"0,14","0,06","0,05","0,06","0,07","0,03","0,04","0,03","0,04","0,07","0,05","0,06","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2506,25,value,,,,,,,,,,,,,,,,,,,,,,,,,"25908,09186","10705,00292","9546,922236","10952,35256","12731,19888","6208,453512","8267,743534","6629,616231","7577,60713","14130,10112","8639,246277","12114,83325","9873,557113"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2606,26,relative,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,06","0,05","0,06","0,07","0,03","0,04","0,03","0,04","0,07","0,05","0,06"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2606,26,value,,,,,,,,,,,,,,,,,,,,,,,,,,"25626,85774","10740,70715","9500,262541","10801,1637","12454,07217","6006,893724","8074,127812","6496,184107","7428,537077","13614,97364","8937,114904","11866,80886"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2706,27,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,06","0,05","0,06","0,06","0,03","0,04","0,03","0,04","0,07","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2706,27,value,,,,,,,,,,,,,,,,,,,,,,,,,,,"25238,4123","10707,63889","9375,172972","10621,14112","12056,00226","5880,118222","7965,814226","6410,55233","7318,571438","13970,80089","8910,134374"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2806,28,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,06","0,05","0,05","0,06","0,03","0,04","0,03","0,04","0,07"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2806,28,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25192,14287","10675,11794","9220,500628","10351,0229","11874,00576","5815,523463","7862,877263","6363,557585","7222,325159","13767,67972"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2906,29,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,05","0,05","0,05","0,06","0,03","0,04","0,03","0,04"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,2906,29,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24891,45826","10484,51305","9041,441044","10183,12033","11665,93249","5747,197733","7773,608551","6247,524378","7064,684873"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3006,30,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,05","0,05","0,05","0,06","0,03","0,04","0,03"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3006,30,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24483,29639","10186,66644","8935,233856","10036,68674","11408,03092","5665,064567","7710,6167","6139,406544"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3106,31,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,05","0,05","0,05","0,06","0,03","0,04"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3106,31,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24047,52292","10051,84365","8843,496469","9897,9105","11020,55644","5567,699211","7540,018027"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3206,32,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13","0,05","0,05","0,05","0,06","0,03"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3206,32,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23927,93548","9963,074614","8758,231848","9788,720629","11302,49789","5262,196746"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3306,33,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,12","0,05","0,05","0,05","0,06"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3306,33,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23727,66237","9846,843155","8602,833908","9772,282622","11205,58211"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3406,34,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,12","0,05","0,05","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3406,34,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23407,94554","9807,33361","8625,15839","9613,797074"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3506,35,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,12","0,05","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3506,35,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23034,09493","9829,375636","8584,040888"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3606,36,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,12","0,05"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3606,36,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22765,21635","9778,838205"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3706,37,relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,12"
2,Amazônia,,,1150,6,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,#76a5af,2,age,3706,37,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22343,86786"
2,Amazônia,,,2100,11,Natural,2. Non Forest Natural Formation,Wetland,Wetland,Wetland,#45c2a5,2,age,11,0,relative,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,Amazônia,,,2100,11,Natural,2. Non Forest Natural Formation,Wetland,Wetland,Wetland,#45c2a5,2,age,111,1,relative,"0,4","0,34","0,23","0,27","0,23","0,24","0,28","0,25","0,24","0,27","0,35","0,41","0,44","0,32","0,45","0,32","0,35","0,54","0,44","0,44","0,39","0,59","0,46","0,46","0,62","0,4","0,4","0,43","0,52","0,51","0,77","0,55","0,77","0,87","0,72","0,1","0,06"
2,Amazônia,,,2100,11,Natural,2. Non Forest Natural Formation,Wetland,Wetland,Wetland,#45c2a5,2,age,111,1,value,"31616,39355","26226,86211","18636,23588","22104,41606","17916,22399","18446,21955","21658,74363","19374,10633","19161,26527","21063,19295","26051,08946","31176,37602","35346,43262","24184,25458","35816,78694","25131,54891","26908,93654","42529,52927","35182,47886","34580,52599","30382,69469","46322,19233","35985,94178","35163,17346","50576,84856","32752,45694","30903,74416","30777,55616","35262,72937","33747,09016","52399,14723","36076,51028","52515,67679","61427,52209","51507,95067","7080,521225","3887,951398"
2,Amazônia,,,2100,11,Natural,2. Non Forest Natural Formation,Wetland,Wetland,Wetland,#45c2a5,2,age,211,2,relative,,"0,32","0,24","0,16","0,2","0,17","0,16","0,12","0,15","0,15","0,18","0,19","0,24","0,26","0,21","0,36","0,21","0,25","0,41","0,32","0,33","0,27","0,47","0,33","0,29","0,41","0,23","0,25","0,27","0,3","0,35","0,46","0,34","0,53","0,6","0,48","0,01"
